sequence,revcom,phylum,class,order,family,genus,species
GBEHU2E08EWZUG,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX0GV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EX0Q9,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX0XX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX3RQ,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX98Q,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX9E6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EX9Y5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GBEHU2E08EXJRG,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GBEHU2E08EXJRT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EXM76,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXNKK,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GBEHU2E08EXNNF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXRL6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXRT6,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXRUQ,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXTXF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXUJ1,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXWVS,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EXXCR,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EY44I,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EY4Z6,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EY8I0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYC50,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GBEHU2E08EYCTM,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYH6D,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYIUA,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYJPS,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYLEB,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYLVU,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYP9E,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GBEHU2E08EYQTZ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EYSBC,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GBEHU2E08EYT1V,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GBEHU2E08EYT3O,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EYZ3N,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZ050,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZ3KF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZ3UB,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZ7DY,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZBIZ,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZH78,True,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Unclassified
GBEHU2E08EZII4,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EZKP0,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZLNR,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EZOWG,False,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Unclassified
GBEHU2E08EZPHM,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EZU60,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J016R,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GCDLV3C16J02AG,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J02Q9,True,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J02ZS,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0426,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0570,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J05DA,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J05QP,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GCDLV3C16J06FB,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_pyruvativorans
GCDLV3C16J084S,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16J099U,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16J09DE,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J09KA,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0ANJ,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0C7P,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J0F8W,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0GU3,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16J0HSO,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0I5A,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0IAH,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GCDLV3C16J0IGX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0JJU,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0KDR,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GCDLV3C16J0L3P,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0LE9,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0LIO,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0MOP,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0N71,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0N75,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0Q94,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0QEF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0R2H,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0SEW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GCDLV3C16J0TK3,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0TU5,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16J0UVN,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0X99,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J0ZHR,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1222,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J12RU,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GCDLV3C16J12VV,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GCDLV3C16J14YL,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16J15TT,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Unclassified
GCDLV3C16J17ZA,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J196A,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J19N5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J1B8E,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1CO3,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1D25,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1H5M,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1HE6,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1ISE,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J1JN9,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J1K7M,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GCDLV3C16J1LON,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J1MTG,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1OUZ,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J1QCZ,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1R37,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16J1R8G,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1RFZ,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1SAH,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1VOO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GCDLV3C16J1WD2,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16J1XH0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J1YHB,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GCDLV3C16J1YXB,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J23YU,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GCDLV3C16J250D,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J25A9,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J28F4,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2CML,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2CQ0,False,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unclassified,Unclassified
GCDLV3C16J2D7O,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GCDLV3C16J2EAN,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella_virosa
GCDLV3C16J2FH4,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2J0O,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2NBG,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2PVH,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16J2Q0F,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2Q77,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2R6L,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2S47,False,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_feliminutum
GCDLV3C16J2T8O,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GCDLV3C16J2UFB,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GCDLV3C16J2UIT,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2VAX,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J2WIK,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_plurextorum
GCDLV3C16J2ZUU,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J3AC6,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16J3C5Z,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GCDLV3C16J3C9W,False,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Unclassified,Unclassified
GCDLV3C16J3D9C,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_plurextorum
GCDLV3C16J3G8M,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GCDLV3C16J3HWS,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GCDLV3C16J3RJP,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16J3U8H,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GCDLV3C16J3XRQ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16JR0E2,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JR2II,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JR4EP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GCDLV3C16JR5IP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GCDLV3C16JR5Z4,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JR94X,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JR9OX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRDEF,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GCDLV3C16JRDF3,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRF9D,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16JRGSP,False,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Unclassified,Unclassified
GCDLV3C16JRGUK,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GCDLV3C16JRJZE,True,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unclassified,Unclassified
GCDLV3C16JRTVX,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Unclassified
GCDLV3C16JRUAD,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRVF4,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRW1U,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRW1Y,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16JRWEI,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16JRXWN,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JRZCA,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS037,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16JS2AB,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS2DX,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GCDLV3C16JS2JR,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS2V6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS2WL,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS2XZ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GCDLV3C16JS39E,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GCDLV3C16JS4B0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS76N,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS7QH,False,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unclassified,Unclassified
GCDLV3C16JS7ZD,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GCDLV3C16JS829,False,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JS83T,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GCDLV3C16JS9GC,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GCDLV3C16JSAF0,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16JSASH,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JSAX3,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JSDFZ,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JSE1T,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GCDLV3C16JSFQ3,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GCDLV3C16JSG15,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
